SEven.dat,FCFS,4,5,,,,,,,,,
Input filename,Algorithm,Number of CPUs,Number of IOs,Process ID,Total Time,Ready Time,CPU Time,IO Time,Wait Time,CPU Util,CPU/IO,Run/Idle
,,,,0,563,184,133,159,86,23.62,0.84,1.08
,,,,1,589,197,147,172,72,24.96,0.85,1.19
,,,,2,557,181,136,161,78,24.42,0.84,1.15
,,,,3,380,144,88,95,52,23.16,0.93,0.93
,,,,4,509,188,115,129,76,22.59,0.89,0.92
,,,,5,523,180,126,145,71,24.09,0.87,1.08
,,,,6,393,156,81,98,57,20.61,0.83,0.84
,,,,7,447,172,87,108,79,19.46,0.81,0.78
,,,,8,459,171,98,111,78,21.35,0.88,0.84
,,,,9,506,186,117,128,74,23.12,0.91,0.94
,,,,10,460,162,108,110,79,23.48,0.98,0.9
,,,,11,407,152,86,97,71,21.13,0.89,0.82
,,,,12,540,205,123,142,69,22.78,0.87,0.97
,,,,13,588,190,146,176,75,24.83,0.83,1.22
,,,,14,635,203,171,192,68,26.93,0.89,1.34
,,,,15,478,179,108,110,80,22.59,0.98,0.84
,,,,16,418,162,82,98,75,19.62,0.84,0.76
,,,,17,631,221,159,193,57,25.2,0.82,1.27
,,,,18,429,167,83,99,79,19.35,0.84,0.74
,,,,19,512,209,106,122,74,20.7,0.87,0.81
