SEven.dat,RR,4,5,,,,,,,,,
Input filename,Algorithm,Number of CPUs,Number of IOs,Process ID,Total Time,Ready Time,CPU Time,IO Time,Wait Time,CPU Util,CPU/IO,Run/Idle
,,,,0,569,78,133,159,198,23.37,0.84,1.06
,,,,1,594,79,147,172,195,24.75,0.85,1.16
,,,,2,570,70,136,161,202,23.86,0.84,1.09
,,,,3,401,57,88,95,160,21.95,0.93,0.84
,,,,4,523,74,115,129,204,21.99,0.89,0.88
,,,,5,548,76,126,145,200,22.99,0.87,0.98
,,,,6,392,45,81,98,167,20.66,0.83,0.84
,,,,7,452,65,87,108,191,19.25,0.81,0.76
,,,,8,482,81,98,111,191,20.33,0.88,0.77
,,,,9,511,72,117,128,193,22.9,0.91,0.92
,,,,10,497,81,108,110,197,21.73,0.98,0.78
,,,,11,414,54,86,97,176,20.77,0.89,0.8
,,,,12,544,77,123,142,201,22.61,0.87,0.95
,,,,13,634,153,146,176,158,23.03,0.83,1.04
,,,,14,650,81,171,192,205,26.31,0.89,1.27
,,,,15,477,63,108,110,195,22.64,0.98,0.84
,,,,16,423,55,82,98,187,19.39,0.84,0.74
,,,,17,643,83,159,193,207,24.73,0.82,1.21
,,,,18,438,63,83,99,192,18.95,0.84,0.71
,,,,19,517,81,106,122,207,20.5,0.87,0.79
