SEven.dat,FCFS,4,5,,,,,,,,,
Input filename,Algorithm,Number of CPUs,Number of IOs,Process ID,Total Time,Ready Time,CPU Time,IO Time,Wait Time,CPU Util,CPU/IO,Run/Idle
,,,,0,559,178,133,159,88,23.79,0.84,1.1
,,,,1,581,165,147,172,96,25.3,0.85,1.22
,,,,2,547,159,136,161,90,24.86,0.84,1.19
,,,,3,377,122,88,95,71,23.34,0.93,0.95
,,,,4,496,168,115,129,83,23.19,0.89,0.97
,,,,5,530,172,126,145,86,23.77,0.87,1.05
,,,,6,390,129,81,98,81,20.77,0.83,0.85
,,,,7,440,153,87,108,91,19.77,0.81,0.8
,,,,8,452,146,98,111,96,21.68,0.88,0.86
,,,,9,508,174,117,128,88,23.03,0.91,0.94
,,,,10,462,155,108,110,88,23.38,0.98,0.9
,,,,11,400,135,86,97,81,21.5,0.89,0.85
,,,,12,540,185,123,142,89,22.78,0.87,0.97
,,,,13,587,174,146,176,90,24.87,0.83,1.22
,,,,14,625,172,171,192,89,27.36,0.89,1.39
,,,,15,475,171,108,110,85,22.74,0.98,0.85
,,,,16,416,159,82,98,76,19.71,0.84,0.77
,,,,17,629,182,159,193,94,25.28,0.82,1.28
,,,,18,423,153,83,99,87,19.62,0.84,0.76
,,,,19,510,189,106,122,92,20.78,0.87,0.81
